,,,,,,,,,,,,,,,,,,,,,,,,,
,,Device history data,,,,,,,,,,,,,,,,,,,,,,,
,Device,TMM 12026-3 I   HBC-SERIES,,,,,,,,,,,,,,,,,,,,,,,
,Type,HBC-Series,,,,,,,,,,,,,,,,,,,,,,,
,Firmware,5.75,,,,,,,,,,,,,,,,,,,,,,,
,Serial number,52FF6D066571525319151687,,,,,,,,,,,,,,,,,,,,,,,
,Created,"27/02/2024, 12:22",,MGM ProTool v3.5.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Time,Input voltage,Input current,Motor revolutions WRONG ,Motor revolutions,Controller temperature,Peak current,Battery internal voltage,Main bus voltage,Input request,Incoming power,Cruising speed (car),Motor temperature,Battery temperature,Output power,Automatic regulation,I*T fuse,Low voltage,High current,ESC overheated,Motor overheated,Battery overheated,HW current fuse,HW overvoltage/undervoltage,Pulse current
,,[V],[A],[x100rpm],[x100rpm],[°C],[A],[V],[V],[%],[W],[km/h],[°C],[°C],[%],,,,,,,,,,[A]
,54s,14.085,49.2,84,117.6,40,126,15.686,10.318,67.647,690,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,73.4
,54s 100ms,14.224,49.9,84,117.6,40,130,15.443,10.318,67.647,710,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,74.4
,54s 200ms,14.12,51,84,117.6,41,125,15.495,10.318,67.647,720,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,76.1
,54s 300ms,14.067,49.4,84.6,118.44,41,130,15.477,10.364,67.647,700,79.5,16,0,67.647,0,0,0,0,0,0,0,0,0,73.7
,54s 400ms,14.172,50.5,84.6,118.44,42,130,15.512,10.364,67.647,720,79.5,16,0,67.647,0,0,0,0,0,0,0,0,0,75.3
,54s 500ms,14.085,49,84.1,117.74,41,127,15.565,10.318,67.647,690,79,16,0,67.647,0,0,0,0,0,0,0,0,0,73.1
,54s 600ms,14.05,49,84.1,117.74,41,128,15.669,10.318,67.647,690,79,16,0,67.647,0,0,0,0,0,0,0,0,0,73.1
,54s 700ms,14.172,49.9,84,117.6,41,121,15.53,10.318,67.647,710,78.9,16,0,67.647,0,0,0,0,0,0,0,0,0,74.4
,54s 800ms,14.259,49.7,84,117.6,41,107,15.512,10.318,67.647,710,78.9,16,0,67.647,0,0,0,0,0,0,0,0,0,74.1
,54s 900ms,14.154,49.4,84,117.6,42,125,15.477,10.364,67.647,700,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,73.7
,55s,14.12,49.2,84,117.6,42,113,15.408,10.318,67.647,700,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,73.4
,55s 100ms,14.137,49.6,84,117.6,41,104,15.425,10.364,67.647,700,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,74
,55s 200ms,14.154,49.9,84.1,117.74,42,103,15.495,10.318,67.647,710,79,17,0,67.647,0,0,0,0,0,0,0,0,0,74.4
,55s 300ms,14.294,49.9,84,117.6,41,119,15.495,10.318,67.647,710,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,74.4
,55s 400ms,14.015,51.1,84,117.6,38,122,15.704,10.318,67.647,720,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,76.2
,55s 500ms,14.224,50.6,84,117.6,37,113,15.704,10.318,67.647,720,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,75.5
,55s 600ms,14.137,51,84.1,117.74,39,103,15.547,10.364,67.647,720,79,16,0,67.647,0,0,0,0,0,0,0,0,0,76.1
,55s 700ms,14.085,49.4,84,117.6,41,121,15.599,10.318,67.647,700,78.9,16,0,67.647,0,0,0,0,0,0,0,0,0,73.7
,55s 800ms,14.12,49,84.1,117.74,41,118,15.53,10.318,67.647,690,79,16,0,67.647,0,0,0,0,0,0,0,0,0,73.1
,55s 900ms,13.702,51.4,84,117.6,43,121,15.599,10.318,67.647,700,78.9,18,0,67.647,0,0,0,0,0,0,0,0,0,76.7
,56s,14.189,51.4,84.1,117.74,43,112,15.582,10.364,67.647,730,79,18,0,67.647,0,0,0,0,0,0,0,0,0,76.7
,56s 100ms,14.45,50.1,84,117.6,43,105,15.704,10.318,67.647,720,78.9,18,0,67.647,0,0,0,0,0,0,0,0,0,74.7
,56s 200ms,14.102,50.1,84,117.6,41,121,15.721,10.318,67.647,710,78.9,18,0,67.647,0,0,0,0,0,0,0,0,0,74.7
,56s 300ms,14.172,51,84,117.6,40,123,15.512,10.318,67.647,720,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,76.1
,56s 400ms,14.311,50.6,84.1,117.74,39,121,15.582,10.318,67.647,720,79,17,0,67.647,0,0,0,0,0,0,0,0,0,75.5
,56s 500ms,14.224,49.6,84,117.6,41,104,16.139,10.364,67.647,710,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,74
,56s 600ms,14.415,49.9,84,117.6,42,103,15.477,10.318,67.647,720,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,74.4
,56s 700ms,14.137,49.4,84.1,117.74,41,114,15.425,10.364,67.647,700,79,17,0,67.647,0,0,0,0,0,0,0,0,0,73.7
,56s 800ms,14.172,50.3,84.1,117.74,41,109,15.495,10.318,67.647,710,79,17,0,67.647,0,0,0,0,0,0,0,0,0,75
,56s 900ms,14.52,50.1,84,117.6,41,133,15.477,10.318,67.647,730,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,74.7
,57s,14.207,51.9,84.1,117.74,39,108,15.495,10.318,67.647,740,79,17,0,67.647,0,0,0,0,0,0,0,0,0,77.4
,57s 100ms,14.137,51.9,84,117.6,38,109,15.495,10.318,67.647,730,78.9,17,0,67.647,0,0,0,0,0,0,0,0,0,77.4
,57s 200ms,14.032,51.5,84.1,117.74,39,136,15.547,10.318,67.647,720,79,17,0,67.647,0,0,0,0,0,0,0,0,0,76.8
,57s 300ms,14.154,50.6,84,117.6,41,108,15.721,10.318,67.647,720,78.9,16,0,67.647,0,0,0,0,0,0,0,0,0,75.5
,57s 400ms,14.067,50.6,84,117.6,42,109,15.565,10.364,67.647,710,78.9,16,0,67.647,0,0,0,0,0,0,0,0,0,75.5
,57s 500ms,14.137,50.8,84,117.6,43,108,15.617,10.318,67.647,720,78.9,16,0,67.647,0,0,0,0,0,0,0,0,0,75.8
,57s 600ms,14.311,50.6,84,117.6,43,109,15.565,10.318,67.647,720,78.9,16,0,67.647,0,0,0,0,0,0,0,0,0,75.5
,57s 700ms,14.172,50.1,84,117.6,42,109,15.53,10.364,67.647,710,78.9,16,0,67.647,0,0,0,0,0,0,0,0,0,74.7
,57s 800ms,14.224,50.6,84.1,117.74,42,136,15.686,10.364,67.647,720,79,16,0,67.647,0,0,0,0,0,0,0,0,0,75.5
,57s 900ms,14.085,50.3,84.1,117.74,41,109,15.565,10.318,67.647,710,79,16,0,67.647,0,0,0,0,0,0,0,0,0,75
,58s,14.224,50.8,84.1,117.74,42,138,15.565,10.318,67.647,720,79,17,0,67.647,0,0,0,0,0,0,0,0,0,75.8
,58s 100ms,14.172,50.1,84.1,117.74,41,110,15.53,10.364,67.647,710,79,17,0,67.647,0,0,0,0,0,0,0,0,0,74.7
,58s 200ms,14.189,51,84.8,118.72,42,120,15.565,10.318,68.627,720,79.7,17,0,68.627,0,0,0,0,0,0,0,0,0,75
,58s 300ms,14.154,51.7,84.5,118.3,41,128,15.565,10.318,68.627,730,79.4,17,0,68.627,0,0,0,0,0,0,0,0,0,76
,58s 400ms,14.154,53.1,84.8,118.72,41,130,15.495,10.364,68.627,750,79.7,17,0,68.627,0,0,0,0,0,0,0,0,0,78.1
,58s 500ms,14.137,51,84.5,118.3,42,125,15.582,10.318,68.627,720,79.4,17,0,68.627,0,0,0,0,0,0,0,0,0,75
,58s 600ms,14.311,50.5,84.5,118.3,43,126,15.303,10.318,68.627,720,79.4,16,0,68.627,0,0,0,0,0,0,0,0,0,74.3
,58s 700ms,14.137,51.4,84.3,118.02,43,123,15.477,10.318,68.627,730,79.2,16,0,68.627,0,0,0,0,0,0,0,0,0,75.6
,58s 800ms,14.137,52.1,85,119,42,128,15.565,10.364,68.627,740,79.9,16,0,68.627,0,0,0,0,0,0,0,0,0,76.6
,58s 900ms,14.189,50.8,84.3,118.02,42,129,15.512,10.364,68.627,720,79.2,16,0,68.627,0,0,0,0,0,0,0,0,0,74.7
,59s,14.311,51,85,119,41,129,15.512,10.318,68.627,730,79.9,16,0,68.627,0,0,0,0,0,0,0,0,0,75
,59s 100ms,14.328,51.7,85,119,42,125,15.565,10.318,68.627,740,79.9,16,0,68.627,0,0,0,0,0,0,0,0,0,76
,59s 200ms,14.276,50.5,84.8,118.72,42,127,15.652,10.318,68.627,720,79.7,16,0,68.627,0,0,0,0,0,0,0,0,0,74.3
,59s 300ms,14.189,50.8,84.3,118.02,43,126,15.704,10.318,68.627,720,79.2,17,0,68.627,0,0,0,0,0,0,0,0,0,74.7
,59s 400ms,14.172,51.4,84.3,118.02,42,128,15.547,10.318,68.627,730,79.2,17,0,68.627,0,0,0,0,0,0,0,0,0,75.6
,59s 500ms,14.154,51,85,119,41,127,15.739,10.318,68.627,720,79.9,17,0,68.627,0,0,0,0,0,0,0,0,0,75
,59s 600ms,14.102,51.4,85,119,41,121,15.599,10.364,68.627,730,79.9,17,0,68.627,0,0,0,0,0,0,0,0,0,75.6
,59s 700ms,14.085,51.2,84.8,118.72,42,120,15.582,10.318,67.647,720,79.7,17,0,67.647,0,0,0,0,0,0,0,0,0,76.4
,59s 800ms,14.241,47.7,84,117.6,42,123,15.512,10.318,66.667,680,78.9,17,0,66.667,0,0,0,0,0,0,0,0,0,72.2
,59s 900ms,14.294,45.9,82.5,115.5,42,121,15.565,10.318,65.686,660,77.5,17,0,65.686,0,0,0,0,0,0,0,0,0,70.5
,1m,14.346,46.5,82.5,115.5,43,123,15.512,10.318,65.686,670,77.5,17,0,65.686,0,0,0,0,0,0,0,0,0,71.4
,1m 100ms,14.224,47.9,82.5,115.5,43,125,15.634,10.318,65.686,680,77.5,17,0,65.686,0,0,0,0,0,0,0,0,0,73.6
,1m 200ms,14.311,46.6,81.9,114.66,43,127,15.634,10.318,64.706,670,76.9,17,0,64.706,0,0,0,0,0,0,0,0,0,72.7
,1m 300ms,14.415,44.7,82.1,114.94,43,123,15.599,10.364,64.706,640,77.1,17,0,64.706,0,0,0,0,0,0,0,0,0,69.7
,1m 400ms,14.381,44.3,81.4,113.96,43,123,15.512,10.364,64.706,640,76.5,17,0,64.706,0,0,0,0,0,0,0,0,0,69.1
,1m 500ms,14.381,44.1,81.3,113.82,43,125,15.512,10.318,63.725,630,76.4,17,0,63.725,0,0,0,0,0,0,0,0,0,69.8
,1m 600ms,14.503,43.9,81.4,113.96,43,122,15.582,10.364,63.725,640,76.5,16,0,63.725,0,0,0,0,0,0,0,0,0,69.5
,1m 700ms,14.311,44.1,81.3,113.82,43,118,15.599,10.318,63.725,630,76.4,16,0,63.725,0,0,0,0,0,0,0,0,0,69.8
,1m 800ms,14.59,43.7,80.5,112.7,43,120,15.565,10.318,63.725,640,75.6,16,0,63.725,0,0,0,0,0,0,0,0,0,69.2
,1m 900ms,14.363,44.1,80.5,112.7,44,120,15.512,10.364,63.725,630,75.6,16,0,63.725,0,0,0,0,0,0,0,0,0,69.8
,1m 1s,14.503,43.9,80.7,112.98,43,122,15.634,10.318,63.725,640,75.8,17,0,63.725,0,0,0,0,0,0,0,0,0,69.5
,1m 1s 100ms,14.45,43.9,80.5,112.7,42,120,15.599,10.318,63.725,630,75.6,17,0,63.725,0,0,0,0,0,0,0,0,0,69.5
,1m 1s 200ms,14.415,43,80.4,112.56,42,118,15.791,10.318,62.745,620,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,69.2
,1m 1s 300ms,14.503,43.2,80.2,112.28,43,116,15.565,10.364,62.745,630,75.3,17,0,62.745,0,0,0,0,0,0,0,0,0,69.5
,1m 1s 400ms,14.433,41.9,80.2,112.28,43,117,15.634,10.364,62.745,600,75.3,17,0,62.745,0,0,0,0,0,0,0,0,0,67.4
,1m 1s 500ms,14.433,43,80.2,112.28,43,122,15.477,10.318,62.745,620,75.3,17,0,62.745,0,0,0,0,0,0,0,0,0,69.2
,1m 1s 600ms,14.363,43.9,80.4,112.56,42,121,15.582,10.318,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,70.6
,1m 1s 700ms,14.537,43.2,80.4,112.56,42,121,15.773,10.318,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,69.5
,1m 1s 800ms,14.398,43.5,80.4,112.56,43,125,15.669,10.318,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,70
,1m 1s 900ms,14.572,42.4,80.4,112.56,43,121,15.53,10.318,62.745,620,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,68.2
,1m 2s,14.381,44.5,80.4,112.56,42,117,15.686,10.318,62.745,640,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,71.6
,1m 2s 100ms,14.415,43.5,80.8,113.12,42,122,15.721,10.318,62.745,630,75.9,17,0,62.745,0,0,0,0,0,0,0,0,0,70
,1m 2s 200ms,14.311,43.3,80.2,112.28,43,118,15.565,10.318,62.745,620,75.3,17,0,62.745,0,0,0,0,0,0,0,0,0,69.6
,1m 2s 300ms,14.415,43.3,80.4,112.56,43,122,15.773,10.318,62.745,620,75.5,16,0,62.745,0,0,0,0,0,0,0,0,0,69.6
,1m 2s 400ms,14.398,43.2,80.4,112.56,43,116,15.634,10.364,62.745,620,75.5,16,0,62.745,0,0,0,0,0,0,0,0,0,69.5
,1m 2s 500ms,14.485,43,80.4,112.56,43,123,15.582,10.364,62.745,620,75.5,16,0,62.745,0,0,0,0,0,0,0,0,0,69.2
,1m 2s 600ms,14.415,43.2,80.4,112.56,43,123,15.53,10.318,62.745,620,75.5,16,0,62.745,0,0,0,0,0,0,0,0,0,69.5
,1m 2s 700ms,14.503,44.1,80.4,112.56,43,120,15.477,10.364,62.745,640,75.5,16,0,62.745,0,0,0,0,0,0,0,0,0,70.9
,1m 2s 800ms,14.294,44.1,80.1,112.14,44,120,15.617,10.364,62.745,630,75.2,16,0,62.745,0,0,0,0,0,0,0,0,0,70.9
,1m 2s 900ms,14.607,43.9,80.4,112.56,43,121,15.599,10.364,62.745,640,75.5,16,0,62.745,0,0,0,0,0,0,0,0,0,70.6
,1m 3s,14.45,42.6,80.4,112.56,43,120,15.617,10.318,62.745,620,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,68.5
,1m 3s 100ms,14.485,43.5,80.4,112.56,43,125,15.652,10.364,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,70
,1m 3s 200ms,14.381,43.7,80.4,112.56,42,123,15.634,10.318,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,70.3
,1m 3s 300ms,14.45,43.2,80.4,112.56,42,118,15.634,10.364,62.745,620,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,69.5
,1m 3s 400ms,14.328,44.7,80.5,112.7,43,121,15.599,10.318,62.745,640,75.6,17,0,62.745,0,0,0,0,0,0,0,0,0,71.9
,1m 3s 500ms,14.415,43.5,80.4,112.56,42,121,15.582,10.318,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,70
,1m 3s 600ms,14.381,43.3,80.2,112.28,42,121,15.617,10.364,62.745,620,75.3,17,0,62.745,0,0,0,0,0,0,0,0,0,69.6
,1m 3s 700ms,14.363,43.2,81,113.4,43,121,15.582,10.318,62.745,620,76.1,17,0,62.745,0,0,0,0,0,0,0,0,0,69.5
,1m 3s 800ms,14.45,43.5,80.2,112.28,44,121,15.686,10.318,62.745,630,75.3,17,0,62.745,0,0,0,0,0,0,0,0,0,70
,1m 3s 900ms,14.45,43.9,80.4,112.56,44,119,15.669,10.364,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,70.6
,1m 4s,14.45,43.3,80.4,112.56,43,122,15.53,10.409,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,69.6
,1m 4s 100ms,14.067,42.8,80.4,112.56,43,123,15.565,10.318,62.745,600,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,68.8
,1m 4s 200ms,14.346,51.9,80.7,112.98,42,118,15.948,10.318,62.745,750,75.8,17,0,62.745,0,0,0,0,0,0,0,0,0,83.5
,1m 4s 300ms,14.415,42.8,80.4,112.56,43,120,15.669,10.318,62.745,620,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,68.8
,1m 4s 400ms,14.503,44.3,80.5,112.7,43,120,15.617,10.318,62.745,640,75.6,17,0,62.745,0,0,0,0,0,0,0,0,0,71.2
,1m 4s 500ms,14.433,43.2,80.4,112.56,43,118,15.547,10.318,62.745,620,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,69.5
,1m 4s 600ms,14.503,44.1,80.4,112.56,42,120,15.669,10.318,62.745,640,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,70.9
,1m 4s 700ms,14.415,43.5,81,113.4,42,119,15.547,10.364,62.745,630,76.1,16,0,62.745,0,0,0,0,0,0,0,0,0,70
,1m 4s 800ms,14.45,43.9,80.8,113.12,44,119,15.652,10.364,62.745,630,75.9,16,0,62.745,0,0,0,0,0,0,0,0,0,70.6
,1m 4s 900ms,14.485,43.4,80.8,113.12,45,123,15.739,10.318,62.745,630,75.9,16,0,62.745,0,0,0,0,0,0,0,0,0,69.8
,1m 5s,14.503,42.8,80.4,112.56,44,121,15.53,10.318,62.745,620,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,68.8
,1m 5s 100ms,14.642,43.2,80.2,112.28,44,123,15.512,10.318,62.745,630,75.3,17,0,62.745,0,0,0,0,0,0,0,0,0,69.5
,1m 5s 200ms,14.503,43.2,80.4,112.56,43,121,15.652,10.364,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,69.5
,1m 5s 300ms,14.415,43.7,80.4,112.56,43,124,15.704,10.318,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,70.3
,1m 5s 400ms,14.624,43.7,80.4,112.56,45,121,15.721,10.318,62.745,640,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,70.3
,1m 5s 500ms,14.503,47.9,80.4,112.56,44,120,15.617,10.318,62.745,700,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,77
,1m 5s 600ms,14.624,43.7,80.5,112.7,44,122,15.634,10.318,62.745,640,75.6,17,0,62.745,0,0,0,0,0,0,0,0,0,70.3
,1m 5s 700ms,14.381,44.3,80.4,112.56,44,124,15.704,10.318,62.745,640,75.5,16,0,62.745,0,0,0,0,0,0,0,0,0,71.2
,1m 5s 800ms,14.363,44.1,80.4,112.56,43,120,15.669,10.318,62.745,630,75.5,16,0,62.745,0,0,0,0,0,0,0,0,0,70.9
,1m 5s 900ms,14.415,44.1,80.4,112.56,43,121,18.455,10.318,62.745,640,75.5,16,0,62.745,0,0,0,0,0,0,0,0,0,70.9
,1m 6s,14.503,43.5,80.4,112.56,43,123,15.617,10.364,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,70
,1m 6s 100ms,14.503,43.9,81,113.4,44,124,15.652,10.364,62.745,640,76.1,17,0,62.745,0,0,0,0,0,0,0,0,0,70.6
,1m 6s 200ms,14.433,43.9,80.8,113.12,44,122,15.704,10.364,62.745,630,75.9,17,0,62.745,0,0,0,0,0,0,0,0,0,70.6
,1m 6s 300ms,14.433,43.6,80.4,112.56,44,122,15.652,10.318,62.745,630,75.5,17,0,62.745,0,0,0,0,0,0,0,0,0,70.1
,1m 6s 400ms,14.45,43.9,81,113.4,44,119,15.634,10.318,62.745,630,76.1,17,0,62.745,0,0,0,0,0,0,0,0,0,70.6
,1m 6s 500ms,14.468,44.1,80.8,113.12,43,117,16.139,10.318,62.745,640,75.9,17,0,62.745,0,0,0,0,0,0,0,0,0,70.9
,1m 6s 600ms,14.433,42.3,80.2,112.28,43,121,15.704,10.318,62.745,610,75.3,17,0,62.745,0,0,0,0,0,0,0,0,0,68
,1m 6s 700ms,14.468,40.5,79.2,110.88,43,119,15.843,10.318,60.784,590,74.4,18,0,60.784,0,0,0,0,0,0,0,0,0,67.2
,1m 6s 800ms,14.642,38.3,78.2,109.48,44,116,15.599,10.318,59.804,560,73.5,18,0,59.804,0,0,0,0,0,0,0,0,0,64.6
,1m 6s 900ms,14.833,36.6,76.9,107.66,45,112,15.686,10.318,59.804,540,72.2,18,0,59.804,0,0,0,0,0,0,0,0,0,61.8
,1m 7s,14.711,37,77.3,108.22,45,110,15.791,10.318,58.824,540,72.6,16,0,58.824,0,0,0,0,0,0,0,0,0,63.5
,1m 7s 100ms,14.59,37.1,76.8,107.52,45,115,15.617,10.318,58.824,540,72.1,16,0,58.824,0,0,0,0,0,0,0,0,0,63.6
,1m 7s 200ms,14.642,37,76.5,107.1,45,110,15.634,10.318,58.824,540,71.9,16,0,58.824,0,0,0,0,0,0,0,0,0,63.5
,1m 7s 300ms,14.659,36.3,76.6,107.24,45,111,15.652,10.318,58.824,530,72,16,0,58.824,0,0,0,0,0,0,0,0,0,62.3
,1m 7s 400ms,14.694,37.1,76.6,107.24,45,108,15.599,10.318,58.824,540,72,16,0,58.824,0,0,0,0,0,0,0,0,0,63.6
,1m 7s 500ms,14.677,37.2,76.1,106.54,45,113,15.686,10.318,58.824,550,71.5,16,0,58.824,0,0,0,0,0,0,0,0,0,63.8
,1m 7s 600ms,14.642,36.1,76.3,106.82,45,108,15.739,10.318,57.843,530,71.7,16,0,57.843,0,0,0,0,0,0,0,0,0,63
,1m 7s 700ms,14.624,35.3,76.2,106.68,45,110,15.652,10.364,57.843,520,71.6,17,0,57.843,0,0,0,0,0,0,0,0,0,61.6
,1m 7s 800ms,14.746,37,75.8,106.12,45,108,15.599,10.318,57.843,540,71.2,17,0,57.843,0,0,0,0,0,0,0,0,0,64.5
,1m 7s 900ms,14.764,36.3,76.2,106.68,44,104,15.721,10.318,57.843,540,71.6,17,0,57.843,0,0,0,0,0,0,0,0,0,63.3
,1m 8s,14.711,35.7,75.4,105.56,46,107,15.826,10.318,57.843,520,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,62.3
,1m 8s 100ms,14.781,35.5,75.3,105.42,46,107,15.686,10.318,57.843,520,70.7,17,0,57.843,0,0,0,0,0,0,0,0,0,61.9
,1m 8s 200ms,14.711,35.7,75,105,45,108,15.704,10.318,57.843,520,70.5,17,0,57.843,0,0,0,0,0,0,0,0,0,62.3
,1m 8s 300ms,14.781,35.6,75.5,105.7,44,108,15.739,10.318,57.843,530,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,62.1
,1m 8s 400ms,14.659,35.9,75.3,105.42,44,107,15.634,10.364,57.843,530,70.7,17,0,57.843,0,0,0,0,0,0,0,0,0,62.6
,1m 8s 500ms,14.729,35,75.4,105.56,44,109,15.669,10.364,57.843,510,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,61.1
,1m 8s 600ms,14.886,35.8,75.4,105.56,43,107,15.686,10.364,57.843,530,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,62.4
,1m 8s 700ms,14.659,35.4,75,105,44,108,15.652,10.364,57.843,520,70.5,17,0,57.843,0,0,0,0,0,0,0,0,0,61.8
,1m 8s 800ms,14.764,35.2,75.4,105.56,44,106,15.634,10.318,57.843,520,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,61.4
,1m 8s 900ms,14.694,35.5,75.4,105.56,45,109,15.808,10.364,57.843,520,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,61.9
,1m 9s,14.746,35.5,75.5,105.7,45,107,15.652,10.364,57.843,520,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,61.9
,1m 9s 100ms,14.729,35.7,75,105,45,108,15.739,10.318,57.843,520,70.5,17,0,57.843,0,0,0,0,0,0,0,0,0,62.3
,1m 9s 200ms,14.729,36.6,75.4,105.56,45,109,15.826,10.318,57.843,540,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,63.8
,1m 9s 300ms,14.729,35.3,75.4,105.56,45,113,15.599,10.318,57.843,520,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,61.6
,1m 9s 400ms,14.677,35.5,75.4,105.56,45,107,15.739,10.318,57.843,520,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,61.9
,1m 9s 500ms,14.816,34.9,75.4,105.56,45,108,15.669,10.318,57.843,520,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,60.9
,1m 9s 600ms,14.711,34.7,75.4,105.56,45,108,15.756,10.318,57.843,510,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,60.5
,1m 9s 700ms,14.659,34.7,75.4,105.56,45,108,15.652,10.318,57.843,510,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,60.5
,1m 9s 800ms,14.798,34.7,75.3,105.42,45,109,15.721,10.318,57.843,510,70.7,17,0,57.843,0,0,0,0,0,0,0,0,0,60.5
,1m 9s 900ms,14.694,35.5,75.4,105.56,45,108,15.686,10.318,57.843,520,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,61.9
,1m 10s,14.729,36.1,75.5,105.7,45,108,15.704,10.318,57.843,530,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,63
,1m 10s 100ms,14.781,34.7,75,105,45,109,15.686,10.318,57.843,510,70.5,17,0,57.843,0,0,0,0,0,0,0,0,0,60.5
,1m 10s 200ms,14.746,35.1,75.5,105.7,45,107,15.686,10.318,57.843,520,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,61.2
,1m 10s 300ms,14.711,35.1,75.3,105.42,46,107,15.669,10.318,57.843,520,70.7,17,0,57.843,0,0,0,0,0,0,0,0,0,61.2
,1m 10s 400ms,14.711,35.3,75.5,105.7,46,107,15.652,10.318,57.843,520,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,61.6
,1m 10s 500ms,14.729,35.3,75.4,105.56,45,109,15.773,10.318,57.843,520,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,61.6
,1m 10s 600ms,14.816,35.1,75.5,105.7,45,108,15.704,10.364,57.843,520,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,61.2
,1m 10s 700ms,14.798,35.5,75,105,45,108,15.704,10.364,57.843,520,70.5,17,0,57.843,0,0,0,0,0,0,0,0,0,61.9
,1m 10s 800ms,14.781,35.7,75.4,105.56,45,109,15.878,10.318,57.843,530,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,62.3
,1m 10s 900ms,14.729,35.5,75.5,105.7,45,111,15.773,10.364,57.843,520,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,61.9
,1m 11s,14.746,35.5,75.5,105.7,46,110,15.599,10.318,57.843,520,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,61.9
,1m 11s 100ms,14.764,35.3,75.5,105.7,46,109,15.669,10.318,57.843,520,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,61.6
,1m 11s 200ms,14.781,35.7,75.5,105.7,46,109,15.599,10.318,57.843,530,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,62.3
,1m 11s 300ms,14.746,35.3,75.5,105.7,45,110,15.756,10.318,57.843,520,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,61.6
,1m 11s 400ms,14.764,35.9,75.5,105.7,45,109,15.773,10.318,57.843,530,70.9,17,0,57.843,0,0,0,0,0,0,0,0,0,62.6
,1m 11s 500ms,14.816,35.3,75,105,45,110,15.756,10.318,57.843,520,70.5,17,0,57.843,0,0,0,0,0,0,0,0,0,61.6
